DATA;USUARIO;CPSSOA_JURID;CUND_ORGNZ
22/11/2022;I295999;0;0
22/11/2022;I297522;0;0
22/11/2022;I297998;0;0
22/11/2022;I298262;0;0
22/11/2022;I298262;2269651;06935
22/11/2022;I298262;2269651;08606
22/11/2022;I298428;0;0
22/11/2022;I299514;0;0
22/11/2022;I302615;0;0
22/11/2022;I302615;2269651;02723
22/11/2022;I302615;2269651;04599
22/11/2022;I302639;0;0
22/11/2022;I302659;0;0
22/11/2022;I302932;0;0
22/11/2022;I303328;0;0
22/11/2022;I303328;2269651;00109
22/11/2022;I303328;2269651;04682
22/11/2022;I303980;0;0
22/11/2022;I304913;0;0
22/11/2022;I304995;0;0
22/11/2022;I304995;2269651;00557
22/11/2022;I304995;2269651;04683
22/11/2022;I305590;0;0
22/11/2022;I305698;0;0
22/11/2022;I306001;0;0
22/11/2022;I306001;2269651;07617
22/11/2022;I306001;2269651;08608
22/11/2022;I306492;0;0
22/11/2022;I308022;0;0
22/11/2022;I308022;2269651;00112
22/11/2022;I308022;2269651;04683
22/11/2022;I308545;0;0
22/11/2022;I309377;0;0
22/11/2022;I309377;2269651;02919
22/11/2022;I309377;2269651;04681
22/11/2022;I310714;0;0
22/11/2022;I311270;0;0
22/11/2022;I311270;2269651;06935
22/11/2022;I311270;2269651;08606
22/11/2022;I313322;0;0
22/11/2022;I313346;0;0
22/11/2022;I315035;0;0
22/11/2022;I316222;0;0
22/11/2022;I317457;0;0
22/11/2022;I318073;0;0
22/11/2022;I319244;0;0
22/11/2022;I319244;2269651;00121
22/11/2022;I319244;2269651;04683
22/11/2022;I319473;0;0
22/11/2022;I319473;2269651;00121
22/11/2022;I319473;2269651;04683
22/11/2022;I320000;0;0
22/11/2022;I320000;2269651;00557
22/11/2022;I320000;2269651;04683
22/11/2022;I320025;0;0
22/11/2022;I320025;2269651;00090
22/11/2022;I320025;2269651;04369
22/11/2022;I320640;0;0
22/11/2022;I320690;0;0
22/11/2022;I320690;2269651;06934
22/11/2022;I320690;2269651;08606
22/11/2022;I321054;0;0
22/11/2022;I321054;2269651;00121
22/11/2022;I321054;2269651;04683
22/11/2022;I321383;0;0
22/11/2022;I321586;0;0
22/11/2022;I321586;2269651;00562
22/11/2022;I321586;2269651;04757
22/11/2022;I321616;0;0
22/11/2022;I321616;2269651;00413
22/11/2022;I321616;2269651;04683
22/11/2022;I323663;0;0
22/11/2022;I325463;0;0
22/11/2022;I325463;2269651;01521
22/11/2022;I325463;2269651;04599
22/11/2022;I325628;0;0
22/11/2022;I326531;0;0
22/11/2022;I327058;0;0
22/11/2022;I327068;0;0
22/11/2022;I327325;0;0
22/11/2022;I327530;0;0
22/11/2022;I328742;0;0
22/11/2022;I328742;2269651;07617
22/11/2022;I328742;2269651;08608
22/11/2022;I329190;0;0
22/11/2022;I329232;0;0
22/11/2022;I329232;2269651;00121
22/11/2022;I329232;2269651;04683
22/11/2022;I330107;0;0
22/11/2022;I330122;0;0
22/11/2022;I330366;0;0
22/11/2022;I330366;2269651;00557
22/11/2022;I330366;2269651;04683
22/11/2022;I332049;0;0
22/11/2022;I333007;0;0
22/11/2022;I333180;0;0
22/11/2022;I335111;0;0
22/11/2022;I335111;2269651;06935
22/11/2022;I335111;2269651;08606
22/11/2022;I335342;0;0
22/11/2022;I335342;2269651;00297
22/11/2022;I335342;2269651;04369
22/11/2022;I338340;0;0
22/11/2022;I338340;2269651;02555
22/11/2022;I338340;2269651;04682
22/11/2022;I338531;0;0
22/11/2022;I338534;0;0
22/11/2022;I338534;2269651;00557
22/11/2022;I338534;2269651;04683
22/11/2022;I343648;0;0
22/11/2022;I343648;2269651;00518
22/11/2022;I343648;2269651;04681
22/11/2022;I344643;0;0
22/11/2022;I344676;0;0
22/11/2022;I344676;2269651;00121
22/11/2022;I344676;2269651;04683
22/11/2022;I345045;0;0
22/11/2022;I345045;2269651;01721
22/11/2022;I345045;2269651;04683
22/11/2022;I345098;0;0
22/11/2022;I345098;2269651;00254
22/11/2022;I345098;2269651;04599
22/11/2022;I350725;0;0
22/11/2022;I353787;0;0
22/11/2022;I354245;0;0
22/11/2022;I354900;0;0
22/11/2022;I356464;0;0
22/11/2022;I356464;2269651;02919
22/11/2022;I356464;2269651;04681
22/11/2022;I356486;0;0
22/11/2022;I356496;0;0
22/11/2022;I356539;0;0
22/11/2022;I357766;0;0
22/11/2022;I358041;0;0
22/11/2022;I360974;0;0
22/11/2022;I362851;0;0
22/11/2022;I363149;0;0
22/11/2022;I363278;0;0
22/11/2022;I364512;0;0
22/11/2022;I365695;0;0
22/11/2022;I365695;2269651;01195
22/11/2022;I365695;2269651;04682
22/11/2022;I366050;0;0
22/11/2022;I366050;2269651;00254
22/11/2022;I366050;2269651;04599
22/11/2022;I366469;0;0
22/11/2022;I367400;0;0
22/11/2022;I367572;0;0
22/11/2022;I369558;0;0
22/11/2022;I369570;0;0
22/11/2022;I369570;2269651;00451
22/11/2022;I369570;2269651;04369
22/11/2022;I369599;0;0
22/11/2022;I370741;0;0
22/11/2022;I374672;0;0
22/11/2022;I375635;0;0
22/11/2022;I376743;0;0
22/11/2022;I376743;2269651;00121
22/11/2022;I376743;2269651;04683
22/11/2022;I377134;0;0
22/11/2022;I377148;0;0
22/11/2022;I377533;0;0
22/11/2022;I377533;2269651;00121
22/11/2022;I377533;2269651;04683
22/11/2022;I377614;0;0
22/11/2022;I377892;0;0
22/11/2022;I378529;0;0
22/11/2022;I378880;0;0
22/11/2022;I378880;2269651;02200
22/11/2022;I378880;2269651;04681
22/11/2022;I378890;0;0
22/11/2022;I378890;2269651;00107
22/11/2022;I378890;2269651;04599
22/11/2022;I379081;0;0
22/11/2022;I379081;2269651;00557
22/11/2022;I379081;2269651;04683
22/11/2022;I379463;0;0
22/11/2022;I379463;2269651;00107
22/11/2022;I379463;2269651;04599
22/11/2022;I379908;0;0
22/11/2022;I383121;0;0
22/11/2022;I383913;0;0
22/11/2022;I384097;0;0
22/11/2022;I384097;2269651;00619
22/11/2022;I384097;2269651;04599
22/11/2022;I386555;0;0
22/11/2022;I387139;0;0
22/11/2022;I387666;0;0
22/11/2022;I387666;2269651;00420
22/11/2022;I387666;2269651;04757
22/11/2022;I387797;0;0
22/11/2022;I387850;0;0
22/11/2022;I387850;2269651;00121
22/11/2022;I387850;2269651;04683
22/11/2022;I388482;0;0
22/11/2022;I388482;2269651;00302
22/11/2022;I388482;2269651;04682
22/11/2022;I388583;0;0
22/11/2022;I388583;2269651;01195
22/11/2022;I388583;2269651;04682
22/11/2022;I388703;0;0
22/11/2022;I388798;0;0
22/11/2022;I388825;0;0
22/11/2022;I389587;0;0
22/11/2022;I389587;2269651;07750
22/11/2022;I389587;2269651;04682
22/11/2022;I390613;0;0
22/11/2022;I390613;2269651;00557
22/11/2022;I390613;2269651;04683
22/11/2022;I391473;0;0
22/11/2022;I391473;2269651;06935
22/11/2022;I391473;2269651;08606
22/11/2022;I391576;0;0
22/11/2022;I391576;2269651;00121
22/11/2022;I391576;2269651;04683
22/11/2022;I392252;0;0
22/11/2022;I392472;0;0
22/11/2022;I393003;0;0
22/11/2022;I393814;0;0
22/11/2022;I394546;0;0
22/11/2022;I394580;0;0
22/11/2022;I394580;2269651;00109
22/11/2022;I394580;2269651;04682
22/11/2022;I394707;0;0
22/11/2022;I395291;0;0
22/11/2022;I395506;0;0
22/11/2022;I395522;0;0
22/11/2022;I396240;0;0
22/11/2022;I396240;2269651;00619
22/11/2022;I396240;2269651;04599
22/11/2022;I397614;0;0
22/11/2022;I397614;2269651;03114
22/11/2022;I397614;2269651;04757
22/11/2022;I398398;0;0
22/11/2022;I398433;0;0
22/11/2022;I398784;0;0
22/11/2022;I399407;0;0
22/11/2022;I399813;0;0
22/11/2022;I399911;0;0
22/11/2022;I400179;0;0
22/11/2022;I400908;0;0
22/11/2022;I401264;0;0
22/11/2022;I402246;0;0
22/11/2022;I402347;0;0
22/11/2022;I402751;0;0
22/11/2022;I402751;2269651;07825
22/11/2022;I402751;2269651;04599
22/11/2022;I404914;0;0
22/11/2022;I413987;0;0
22/11/2022;I414539;0;0
22/11/2022;I414611;0;0
22/11/2022;I414877;0;0
22/11/2022;I415071;0;0
22/11/2022;I415344;0;0
22/11/2022;I418757;0;0
22/11/2022;I419968;0;0
22/11/2022;I420469;0;0
22/11/2022;I420479;0;0
22/11/2022;I421500;0;0
22/11/2022;I422253;0;0
22/11/2022;I422289;0;0
22/11/2022;I423176;0;0
22/11/2022;I423269;0;0
22/11/2022;I423276;0;0
22/11/2022;I424693;0;0
22/11/2022;I424887;0;0
22/11/2022;I424901;0;0
22/11/2022;I425145;0;0
22/11/2022;I425145;2269651;07617
22/11/2022;I425145;2269651;08608
22/11/2022;I425187;0;0
22/11/2022;I425495;0;0
23/11/2022;E046360;0;0
23/11/2022;E046360;2269651;02555
23/11/2022;E046360;2269651;04682
23/11/2022;E141095;0;0
23/11/2022;E285003;0;0
23/11/2022;E435560;0;0
23/11/2022;E714419;0;0
23/11/2022;E714419;2269651;02919
23/11/2022;E714419;2269651;04681
23/11/2022;E767300;0;0
23/11/2022;E792517;0;0
23/11/2022;E894247;0;0
23/11/2022;E894247;2269651;00105
23/11/2022;E894247;2269651;04757
23/11/2022;E919142;0;0
23/11/2022;E919142;2269651;03295
23/11/2022;E919142;2269651;04683
23/11/2022;E956889;0;0
23/11/2022;E977738;0;0
23/11/2022;E977738;2269651;02856
23/11/2022;E977738;2269651;04343
23/11/2022;E982693;0;0
23/11/2022;E982693;2269651;00451
23/11/2022;E982693;2269651;04369
23/11/2022;E994616;0;0
23/11/2022;F019668;0;0
23/11/2022;F031013;0;0
23/11/2022;F038360;0;0
23/11/2022;F043437;0;0
23/11/2022;F043437;2269651;00121
23/11/2022;F043437;2269651;04683
23/11/2022;F058124;0;0
23/11/2022;F063209;0;0
23/11/2022;F063209;2269651;03295
23/11/2022;F063209;2269651;04683
23/11/2022;F093272;0;0
23/11/2022;F109578;0;0
23/11/2022;F111360;0;0
23/11/2022;F129420;0;0
23/11/2022;F172598;0;0
23/11/2022;F187269;0;0
23/11/2022;F187269;2269651;07825
23/11/2022;F187269;2269651;04599
23/11/2022;F218989;0;0
23/11/2022;F242782;0;0
23/11/2022;F289738;0;0
23/11/2022;F301134;0;0
23/11/2022;F307477;0;0
23/11/2022;F319246;0;0
23/11/2022;F327486;0;0
23/11/2022;F376240;0;0
23/11/2022;F377181;0;0
23/11/2022;F383050;0;0
23/11/2022;F383050;2269651;00105
23/11/2022;F383050;2269651;04757
23/11/2022;F469213;0;0
23/11/2022;F497470;0;0
23/11/2022;F544703;0;0
23/11/2022;F568912;0;0
23/11/2022;F594727;0;0
23/11/2022;F600247;0;0
23/11/2022;F631940;0;0
23/11/2022;F668747;0;0
23/11/2022;F668747;2269651;07617
23/11/2022;F668747;2269651;08608
23/11/2022;F672027;0;0
23/11/2022;F699480;0;0
23/11/2022;F706096;0;0
23/11/2022;F752780;0;0
23/11/2022;F757120;0;0
23/11/2022;F757120;2269651;00538
23/11/2022;F757120;2269651;04683
23/11/2022;F760430;0;0
23/11/2022;F770630;0;0
23/11/2022;F772323;0;0
23/11/2022;F772323;2269651;00156
23/11/2022;F772323;2269651;04757
23/11/2022;F790119;0;0
23/11/2022;F806392;0;0
23/11/2022;F829090;0;0
23/11/2022;F836020;0;0
23/11/2022;F847617;0;0
23/11/2022;F863469;0;0
23/11/2022;F863469;2269651;00619
23/11/2022;F863469;2269651;04599
23/11/2022;F864120;0;0
23/11/2022;F869220;0;0
23/11/2022;F869220;2269651;07617
23/11/2022;F869220;2269651;08608
23/11/2022;F902987;0;0
23/11/2022;F905730;0;0
23/11/2022;F925944;0;0
23/11/2022;F931278;0;0
23/11/2022;F948057;0;0
23/11/2022;F948421;0;0
23/11/2022;F951511;0;0
23/11/2022;F951511;2269651;06934
23/11/2022;F951511;2269651;08606
23/11/2022;F973515;0;0
23/11/2022;F992986;0;0
23/11/2022;F998640;0;0
23/11/2022;G448155;0;0
23/11/2022;G478321;0;0
23/11/2022;G568401;0;0
23/11/2022;H907161;0;0
23/11/2022;H939772;0;0
23/11/2022;H963720;0;0
23/11/2022;H976805;0;0
23/11/2022;H976805;2269651;06325
23/11/2022;H976805;2269651;04683
23/11/2022;H995486;0;0
23/11/2022;I012257;0;0
23/11/2022;I018611;0;0
23/11/2022;I037241;0;0
23/11/2022;I037241;2269651;02677
23/11/2022;I037241;2269651;04757
23/11/2022;I050698;0;0
23/11/2022;I058273;0;0
23/11/2022;I070605;0;0
23/11/2022;I070605;2269651;02856
23/11/2022;I070605;2269651;04343
23/11/2022;I075178;0;0
23/11/2022;I091602;0;0
23/11/2022;I107843;0;0
23/11/2022;I107843;2269651;00121
23/11/2022;I107843;2269651;04683
23/11/2022;I115625;0;0
23/11/2022;I117199;0;0
23/11/2022;I124454;0;0
23/11/2022;I178520;0;0
23/11/2022;I185879;0;0
23/11/2022;I190376;0;0
23/11/2022;I199071;0;0
23/11/2022;I205136;0;0
23/11/2022;I216332;0;0
23/11/2022;I218220;0;0
23/11/2022;I222103;0;0
23/11/2022;I222103;2269651;01154
23/11/2022;I222103;2269651;04683
23/11/2022;I231013;0;0
23/11/2022;I241914;0;0
23/11/2022;I259740;0;0
23/11/2022;I288945;0;0
23/11/2022;I288945;2269651;00121
23/11/2022;I288945;2269651;04683
23/11/2022;I291572;0;0
23/11/2022;I292102;0;0
23/11/2022;I292977;0;0
23/11/2022;I293343;0;0
23/11/2022;I293432;0;0
23/11/2022;I293432;2269651;03114
23/11/2022;I293432;2269651;04757
23/11/2022;I293534;0;0
23/11/2022;I293743;0;0
23/11/2022;I294062;0;0
23/11/2022;I294259;0;0
23/11/2022;I294958;0;0
23/11/2022;I295916;0;0
23/11/2022;I296129;0;0
23/11/2022;I296218;0;0
23/11/2022;I296218;2269651;03114
23/11/2022;I296218;2269651;04757
23/11/2022;I296893;0;0
23/11/2022;I297035;0;0
23/11/2022;I297522;0;0
23/11/2022;I297780;0;0
23/11/2022;I297949;0;0
23/11/2022;I298666;0;0
23/11/2022;I298666;2269651;02732
23/11/2022;I298666;2269651;04682
23/11/2022;I300753;0;0
23/11/2022;I300844;0;0
23/11/2022;I301512;0;0
23/11/2022;I302882;0;0
23/11/2022;I302932;0;0
23/11/2022;I304355;0;0
23/11/2022;I305517;0;0
23/11/2022;I306718;0;0
23/11/2022;I307213;0;0
23/11/2022;I308522;0;0
23/11/2022;I312365;0;0
23/11/2022;I313510;0;0
23/11/2022;I314990;0;0
23/11/2022;I315035;0;0
23/11/2022;I315641;0;0
23/11/2022;I316900;0;0
23/11/2022;I318477;0;0
23/11/2022;I318560;0;0
23/11/2022;I318560;2269651;01432
23/11/2022;I318560;2269651;04599
23/11/2022;I320764;0;0
23/11/2022;I320792;0;0
23/11/2022;I320883;0;0
23/11/2022;I321525;0;0
23/11/2022;I323671;0;0
23/11/2022;I324222;0;0
23/11/2022;I325463;0;0
23/11/2022;I325463;2269651;01521
23/11/2022;I325463;2269651;04599
23/11/2022;I325933;0;0
23/11/2022;I326222;0;0
23/11/2022;I326386;0;0
23/11/2022;I326531;0;0
23/11/2022;I326705;0;0
23/11/2022;I327289;0;0
23/11/2022;I327320;0;0
23/11/2022;I327868;0;0
23/11/2022;I330565;0;0
23/11/2022;I330565;2269651;00525
23/11/2022;I330565;2269651;04681
23/11/2022;I332049;0;0
23/11/2022;I333977;0;0
23/11/2022;I333977;2269651;00548
23/11/2022;I333977;2269651;04369
23/11/2022;I334168;0;0
23/11/2022;I334288;0;0
23/11/2022;I335673;0;0
23/11/2022;I335723;0;0
23/11/2022;I335723;2269651;02724
23/11/2022;I335723;2269651;04599
23/11/2022;I335739;0;0
23/11/2022;I337239;0;0
23/11/2022;I337239;2269651;06935
23/11/2022;I337239;2269651;08606
23/11/2022;I338261;0;0
23/11/2022;I338491;0;0
23/11/2022;I338534;0;0
23/11/2022;I338534;2269651;00557
23/11/2022;I338534;2269651;04683
23/11/2022;I343806;0;0
23/11/2022;I351476;0;0
23/11/2022;I353831;0;0
23/11/2022;I354514;0;0
23/11/2022;I354735;0;0
23/11/2022;I355303;0;0
23/11/2022;I355549;0;0
23/11/2022;I355677;0;0
23/11/2022;I356071;0;0
23/11/2022;I356510;0;0
23/11/2022;I359386;0;0
23/11/2022;I361192;0;0
23/11/2022;I361225;0;0
23/11/2022;I363609;0;0
23/11/2022;I363609;2269651;00518
23/11/2022;I363609;2269651;04681
23/11/2022;I364435;0;0
23/11/2022;I364435;2269651;00518
23/11/2022;I364435;2269651;04681
23/11/2022;I364989;0;0
23/11/2022;I364989;2269651;02272
23/11/2022;I364989;2269651;04757
23/11/2022;I370547;0;0
23/11/2022;I371614;0;0
23/11/2022;I372431;0;0
23/11/2022;I372431;2269651;00254
23/11/2022;I372431;2269651;04599
23/11/2022;I373199;0;0
23/11/2022;I373500;0;0
23/11/2022;I375724;0;0
23/11/2022;I375724;2269651;02555
23/11/2022;I375724;2269651;04682
23/11/2022;I377301;0;0
23/11/2022;I377301;2269651;01154
23/11/2022;I377301;2269651;04683
23/11/2022;I377501;0;0
23/11/2022;I377608;0;0
23/11/2022;I379463;0;0
23/11/2022;I379463;2269651;00107
23/11/2022;I379463;2269651;04599
23/11/2022;I382618;0;0
23/11/2022;I384452;0;0
23/11/2022;I384697;0;0
23/11/2022;I384697;2269651;03114
23/11/2022;I384697;2269651;04757
23/11/2022;I386044;0;0
23/11/2022;I386423;0;0
23/11/2022;I386423;2269651;03295
23/11/2022;I386423;2269651;04683
23/11/2022;I387139;0;0
23/11/2022;I389051;0;0
23/11/2022;I389574;0;0
23/11/2022;I389722;0;0
23/11/2022;I389955;0;0
23/11/2022;I390654;0;0
23/11/2022;I390662;0;0
23/11/2022;I391317;0;0
23/11/2022;I391576;0;0
23/11/2022;I391576;2269651;00121
23/11/2022;I391576;2269651;04683
23/11/2022;I391887;0;0
23/11/2022;I392053;0;0
23/11/2022;I392243;0;0
23/11/2022;I392464;0;0
23/11/2022;I392924;0;0
23/11/2022;I392924;2269651;03114
23/11/2022;I392924;2269651;04757
23/11/2022;I393140;0;0
23/11/2022;I393196;0;0
23/11/2022;I395030;0;0
23/11/2022;I395291;0;0
23/11/2022;I397846;0;0
23/11/2022;I399441;0;0
23/11/2022;I399441;2269651;02724
23/11/2022;I399441;2269651;04599
23/11/2022;I399646;0;0
23/11/2022;I399722;0;0
23/11/2022;I402751;0;0
23/11/2022;I402751;2269651;07825
23/11/2022;I402751;2269651;04599
23/11/2022;I406677;0;0
23/11/2022;I409749;0;0
23/11/2022;I410365;0;0
23/11/2022;I412100;0;0
23/11/2022;I412196;0;0
23/11/2022;I414611;0;0
23/11/2022;I415304;0;0
23/11/2022;I416869;0;0
23/11/2022;I418002;0;0
23/11/2022;I418631;0;0
23/11/2022;I419682;0;0
23/11/2022;I419742;0;0
23/11/2022;I420427;0;0
23/11/2022;I420769;0;0
23/11/2022;I422132;0;0
23/11/2022;I422676;0;0
23/11/2022;I423174;0;0
23/11/2022;I423174;2269651;00149
23/11/2022;I423174;2269651;04681
23/11/2022;I424655;0;0
23/11/2022;I424689;0;0
23/11/2022;I424943;0;0
23/11/2022;I425135;0;0
23/11/2022;I425187;0;0
23/11/2022;I425631;0;0
23/11/2022;I426109;0;0
24/11/2022;D847172;0;0
24/11/2022;E151112;0;0
24/11/2022;E183332;0;0
24/11/2022;E261830;0;0
24/11/2022;E400740;0;0
24/11/2022;E400740;2269651;02856
24/11/2022;E400740;2269651;04343
24/11/2022;E691745;0;0
24/11/2022;E727650;0;0
24/11/2022;E766389;0;0
24/11/2022;E894247;0;0
24/11/2022;E894247;2269651;00105
24/11/2022;E894247;2269651;04757
24/11/2022;E905850;0;0
24/11/2022;E907519;0;0
24/11/2022;E907519;2269651;00254
24/11/2022;E907519;2269651;04599
24/11/2022;E963060;0;0
24/11/2022;E966809;0;0
24/11/2022;E986303;0;0
24/11/2022;F004695;0;0
24/11/2022;F014666;0;0
24/11/2022;F030408;0;0
24/11/2022;F050212;0;0
24/11/2022;F113958;0;0
24/11/2022;F172598;0;0
24/11/2022;F183344;0;0
24/11/2022;F187366;0;0
24/11/2022;F213618;0;0
24/11/2022;F213618;2269651;00302
24/11/2022;F213618;2269651;04682
24/11/2022;F218725;0;0
24/11/2022;F243070;0;0
24/11/2022;F258891;0;0
24/11/2022;F258891;2269651;00090
24/11/2022;F258891;2269651;04369
24/11/2022;F364730;0;0
24/11/2022;F369537;0;0
24/11/2022;F383041;0;0
24/11/2022;F407676;0;0
24/11/2022;F463967;0;0
24/11/2022;F480926;0;0
24/11/2022;F515312;0;0
24/11/2022;F518630;0;0
24/11/2022;F563287;0;0
24/11/2022;F563287;2269651;01480
24/11/2022;F563287;2269651;04369
24/11/2022;F566243;0;0
24/11/2022;F572740;0;0
24/11/2022;F583741;0;0
24/11/2022;F583741;2269651;01195
24/11/2022;F583741;2269651;04682
24/11/2022;F585957;0;0
24/11/2022;F593895;0;0
24/11/2022;F617689;0;0
24/11/2022;F627374;0;0
24/11/2022;F627528;0;0
24/11/2022;F676200;0;0
24/11/2022;F697240;0;0
24/11/2022;F706096;0;0
24/11/2022;F756190;0;0
24/11/2022;F773974;0;0
24/11/2022;F773974;2269651;02919
24/11/2022;F773974;2269651;04681
24/11/2022;F790119;0;0
24/11/2022;F790470;0;0
24/11/2022;F791719;0;0
24/11/2022;F791719;2269651;00557
24/11/2022;F791719;2269651;04683
24/11/2022;F835392;0;0
24/11/2022;F835392;2269651;01442
24/11/2022;F835392;2269651;04599
24/11/2022;F836585;0;0
24/11/2022;F848036;0;0
24/11/2022;F863469;0;0
24/11/2022;F863469;2269651;00619
24/11/2022;F863469;2269651;04599
24/11/2022;F886485;0;0
24/11/2022;F886884;0;0
24/11/2022;F907210;0;0
24/11/2022;F907814;0;0
24/11/2022;F914705;0;0
24/11/2022;F933262;0;0
24/11/2022;F942733;0;0
24/11/2022;F951716;0;0
24/11/2022;F982964;0;0
24/11/2022;F990754;0;0
24/11/2022;F990754;2269651;00090
24/11/2022;F990754;2269651;04369
24/11/2022;G567430;0;0
24/11/2022;H902739;0;0
24/11/2022;H904596;0;0
24/11/2022;H922713;0;0
24/11/2022;H966664;0;0
24/11/2022;H966737;0;0
24/11/2022;I013857;0;0
24/11/2022;I013970;0;0
24/11/2022;I013970;2269651;00090
24/11/2022;I013970;2269651;04369
24/11/2022;I035842;0;0
24/11/2022;I036997;0;0
24/11/2022;I036997;2269651;00105
24/11/2022;I036997;2269651;04757
24/11/2022;I041311;0;0
24/11/2022;I043004;0;0
24/11/2022;I051929;0;0
24/11/2022;I063633;0;0
24/11/2022;I081720;0;0
24/11/2022;I081720;2269651;00557
24/11/2022;I081720;2269651;04683
24/11/2022;I083103;0;0
24/11/2022;I084550;0;0
24/11/2022;I084550;2269651;01521
24/11/2022;I084550;2269651;04599
24/11/2022;I090193;0;0
24/11/2022;I113169;0;0
24/11/2022;I124390;0;0
24/11/2022;I124454;0;0
24/11/2022;I125906;0;0
24/11/2022;I127518;0;0
24/11/2022;I137491;0;0
24/11/2022;I145150;0;0
24/11/2022;I145150;2269651;00090
24/11/2022;I145150;2269651;04369
24/11/2022;I160361;0;0
24/11/2022;I160361;2269651;07617
24/11/2022;I160361;2269651;08608
24/11/2022;I172424;0;0
24/11/2022;I172424;2269651;07748
24/11/2022;I172424;2269651;04682
24/11/2022;I199659;0;0
24/11/2022;I199659;2269651;00525
24/11/2022;I199659;2269651;04681
24/11/2022;I202587;0;0
24/11/2022;I228756;0;0
24/11/2022;I246134;0;0
24/11/2022;I275096;0;0
24/11/2022;I276653;0;0
24/11/2022;I276653;2269651;07732
24/11/2022;I276653;2269651;04683
24/11/2022;I277730;0;0
24/11/2022;I285520;0;0
24/11/2022;I287205;0;0
24/11/2022;I291609;0;0
24/11/2022;I291609;2269651;00105
24/11/2022;I291609;2269651;04757
24/11/2022;I292562;0;0
24/11/2022;I293070;0;0
24/11/2022;I294311;0;0
24/11/2022;I294958;0;0
24/11/2022;I295892;0;0
24/11/2022;I296791;0;0
24/11/2022;I297211;0;0
24/11/2022;I298428;0;0
24/11/2022;I299102;0;0
24/11/2022;I299493;0;0
24/11/2022;I300366;0;0
24/11/2022;I300366;2269651;00090
24/11/2022;I300366;2269651;04369
24/11/2022;I300778;0;0
24/11/2022;I300844;0;0
24/11/2022;I301083;0;0
24/11/2022;I303980;0;0
24/11/2022;I304995;0;0
24/11/2022;I304995;2269651;00557
24/11/2022;I304995;2269651;04683
24/11/2022;I305839;0;0
24/11/2022;I306001;0;0
24/11/2022;I306001;2269651;07617
24/11/2022;I306001;2269651;08608
24/11/2022;I307965;0;0
24/11/2022;I312379;0;0
24/11/2022;I312429;0;0
24/11/2022;I312749;0;0
24/11/2022;I313097;0;0
24/11/2022;I314470;0;0
24/11/2022;I315124;0;0
24/11/2022;I315923;0;0
24/11/2022;I315923;2269651;02269
24/11/2022;I315923;2269651;04682
24/11/2022;I318518;0;0
24/11/2022;I320025;0;0
24/11/2022;I320025;2269651;00090
24/11/2022;I320025;2269651;04369
24/11/2022;I321541;0;0
24/11/2022;I321541;2269651;00045
24/11/2022;I321541;2269651;04681
24/11/2022;I321558;0;0
24/11/2022;I325472;0;0
24/11/2022;I326376;0;0
24/11/2022;I328070;0;0
24/11/2022;I329273;0;0
24/11/2022;I329300;0;0
24/11/2022;I329300;2269651;00499
24/11/2022;I329300;2269651;04599
24/11/2022;I329749;0;0
24/11/2022;I332035;0;0
24/11/2022;I332413;0;0
24/11/2022;I333537;0;0
24/11/2022;I337054;0;0
24/11/2022;I337210;0;0
24/11/2022;I337210;2269651;00090
24/11/2022;I337210;2269651;04369
24/11/2022;I337427;0;0
24/11/2022;I337427;2269651;00499
24/11/2022;I337427;2269651;04599
24/11/2022;I337584;0;0
24/11/2022;I337584;2269651;00105
24/11/2022;I337584;2269651;04757
24/11/2022;I337973;0;0
24/11/2022;I338306;0;0
24/11/2022;I338306;2269651;00105
24/11/2022;I338306;2269651;04757
24/11/2022;I338534;0;0
24/11/2022;I338534;2269651;00557
24/11/2022;I338534;2269651;04683
24/11/2022;I338838;0;0
24/11/2022;I340047;0;0
24/11/2022;I344588;0;0
24/11/2022;I345098;0;0
24/11/2022;I345098;2269651;00254
24/11/2022;I345098;2269651;04599
24/11/2022;I345283;0;0
24/11/2022;I350595;0;0
24/11/2022;I351593;0;0
24/11/2022;I352781;0;0
24/11/2022;I353831;0;0
24/11/2022;I354514;0;0
24/11/2022;I355567;0;0
24/11/2022;I355567;2269651;00090
24/11/2022;I355567;2269651;04369
24/11/2022;I356441;0;0
24/11/2022;I358260;0;0
24/11/2022;I358678;0;0
24/11/2022;I360719;0;0
24/11/2022;I360878;0;0
24/11/2022;I362088;0;0
24/11/2022;I364989;0;0
24/11/2022;I364989;2269651;02272
24/11/2022;I364989;2269651;04757
24/11/2022;I365608;0;0
24/11/2022;I365608;2269651;00090
24/11/2022;I365608;2269651;04369
24/11/2022;I365650;0;0
24/11/2022;I366177;0;0
24/11/2022;I366177;2269651;00090
24/11/2022;I366177;2269651;04369
24/11/2022;I367326;0;0
24/11/2022;I367327;0;0
24/11/2022;I367985;0;0
24/11/2022;I369570;0;0
24/11/2022;I369570;2269651;00451
24/11/2022;I369570;2269651;04369
24/11/2022;I369743;0;0
24/11/2022;I370140;0;0
24/11/2022;I370878;0;0
24/11/2022;I370878;2269651;00451
24/11/2022;I370878;2269651;04369
24/11/2022;I372443;0;0
24/11/2022;I372811;0;0
24/11/2022;I373476;0;0
24/11/2022;I375246;0;0
24/11/2022;I377637;0;0
24/11/2022;I377783;0;0
24/11/2022;I377828;0;0
24/11/2022;I378684;0;0
24/11/2022;I379133;0;0
24/11/2022;I384172;0;0
