Data;Usuario;Empresa;Unidade
22/11/2022;I922665;0;0
22/11/2022;I922665;2269651;A00002
22/11/2022;I922665;2269651;G04202
22/11/2022;I922765;0;0
22/11/2022;I922765;2269651;A00002
22/11/2022;I922765;2269651;G04202
23/11/2022;I900365;0;0
23/11/2022;I900365;2269651;A00002
23/11/2022;I900365;2269651;G04202
23/11/2022;I900665;0;0
23/11/2022;I922365;0;0
23/11/2022;I922365;2269651;A00002
23/11/2022;I922365;2269651;G04202
23/11/2022;I922465;0;0
23/11/2022;I922465;2269651;A00002
23/11/2022;I922465;2269651;G04202
24/11/2022;I900365;0;0
24/11/2022;I900365;2269651;A00002
24/11/2022;I900365;2269651;G04202
24/11/2022;I900665;0;0
24/11/2022;I900665;2269651;A00002
24/11/2022;I900665;2269651;G04202
24/11/2022;I900665;2269651;G08756
24/11/2022;I922265;0;0
24/11/2022;I922265;2269651;A00002
24/11/2022;I922265;2269651;G04202
25/11/2022;I900565;0;0
25/11/2022;I900565;2269651;A00002
25/11/2022;I900565;2269651;G04202
25/11/2022;I900665;0;0
25/11/2022;I900665;2269651;A00002
25/11/2022;I900665;2269651;G04202
25/11/2022;I922265;0;0
25/11/2022;I922265;2269651;A00002
25/11/2022;I922265;2269651;G04202
25/11/2022;I922365;0;0
25/11/2022;I922365;2269651;A00002
25/11/2022;I922365;2269651;G04202
28/11/2022;I900365;0;0
28/11/2022;I900365;2269651;A00002
28/11/2022;I900365;2269651;G04202
28/11/2022;I900565;0;0
28/11/2022;I900565;2269651;A00002
28/11/2022;I900565;2269651;G04202
28/11/2022;I918665;0;0
28/11/2022;I918665;2269651;A00002
28/11/2022;I918665;2269651;G04202
28/11/2022;I922265;0;0
28/11/2022;I922265;2269651;A00002
28/11/2022;I922265;2269651;G04202
28/11/2022;I922365;0;0
28/11/2022;I922365;2269651;A00002
28/11/2022;I922365;2269651;A00427
28/11/2022;I922365;2269651;G04202
28/11/2022;I922365;2269651;G04561
28/11/2022;I926681;0;0
28/11/2022;I926681;2269651;G04308
29/11/2022;I900077;0;0
29/11/2022;I900365;0;0
29/11/2022;I900565;0;0
29/11/2022;I900565;2269651;A00002
29/11/2022;I900565;2269651;G04202
29/11/2022;I900565;2269651;G04563
29/11/2022;I900565;2269651;G08759
29/11/2022;I917565;0;0
29/11/2022;I917565;2269651;A00002
29/11/2022;I917565;2269651;G04202
29/11/2022;I918665;0;0
29/11/2022;I918665;2269651;A00002
29/11/2022;I918665;2269651;G04202
29/11/2022;I922265;0;0
29/11/2022;I922265;2269651;A00002
29/11/2022;I922265;2269651;G04202
29/11/2022;I922365;0;0
29/11/2022;I922365;0;A00002
29/11/2022;I922365;0;G00000
29/11/2022;I922365;2269651;A00002
29/11/2022;I922365;2269651;G04202
29/11/2022;I922465;0;0
29/11/2022;I922465;2269651;A00002
29/11/2022;I922465;2269651;G04202
30/11/2022;I900365;0;0
30/11/2022;I900365;2269651;A00002
30/11/2022;I900365;2269651;G04202
30/11/2022;I900565;0;0
30/11/2022;I900565;2269651;A00002
30/11/2022;I900565;2269651;G04202
30/11/2022;I900665;0;0
30/11/2022;I918665;0;0
30/11/2022;I918665;2269651;A00002
30/11/2022;I918665;2269651;G04202
30/11/2022;I922365;0;0
30/11/2022;I922365;2269651;A00002
30/11/2022;I922365;2269651;G04202
30/11/2022;I922465;0;0
30/11/2022;I922465;2269651;A00002
30/11/2022;I922465;2269651;G04202
01/12/2022;I900265;0;0
01/12/2022;I900265;2269651;A00002
01/12/2022;I900265;2269651;A00023
01/12/2022;I900265;2269651;G04202
01/12/2022;I900265;2269651;G04383
01/12/2022;I900365;0;0
01/12/2022;I900365;2269651;A00002
01/12/2022;I900365;2269651;G04202
01/12/2022;I900565;0;0
01/12/2022;I900565;2269651;A00002
01/12/2022;I900565;2269651;G04202
01/12/2022;I900665;0;0
01/12/2022;I900665;2269651;A00002
01/12/2022;I900665;2269651;G04202
01/12/2022;I900765;0;0
01/12/2022;I900765;2269651;A00002
01/12/2022;I900765;2269651;G04202
01/12/2022;I918665;0;0
01/12/2022;I918665;2269651;A00002
01/12/2022;I918665;2269651;G04202
01/12/2022;I921365;0;0
01/12/2022;I921365;2269651;A03994
01/12/2022;I921365;2269651;G04308
01/12/2022;I921465;0;0
01/12/2022;I921465;2269651;A03994
01/12/2022;I921465;2269651;G04308
01/12/2022;I922265;0;0
01/12/2022;I922265;2269651;A00002
01/12/2022;I922265;2269651;G04202
01/12/2022;I922365;0;0
01/12/2022;I922365;2269651;A00002
01/12/2022;I922365;2269651;G04202
01/12/2022;I935365;0;0
01/12/2022;I935365;2269651;A03657
01/12/2022;I935365;2269651;G08596
02/12/2022;I900465;0;0
02/12/2022;I900565;0;0
02/12/2022;I900565;2269651;A00002
02/12/2022;I900565;2269651;G04202
02/12/2022;I900565;2269651;G04558
02/12/2022;I900565;2269651;G04561
02/12/2022;I900665;0;0
02/12/2022;I900665;2269651;A00002
02/12/2022;I900665;2269651;G04202
02/12/2022;I922365;0;0
02/12/2022;I922365;2269651;A00002
02/12/2022;I922365;2269651;G04202
05/12/2022;I900365;0;0
05/12/2022;I900365;2269651;A00002
05/12/2022;I900365;2269651;G04202
05/12/2022;I900565;0;0
05/12/2022;I900565;2269651;A00002
05/12/2022;I900565;2269651;G04202
05/12/2022;I900665;0;0
05/12/2022;I900665;2269651;A00002
05/12/2022;I900665;2269651;A00003
05/12/2022;I900665;2269651;A06935
05/12/2022;I900665;2269651;G08608
05/12/2022;I918665;0;0
05/12/2022;I918665;2269651;A00002
05/12/2022;I918665;2269651;G04202
05/12/2022;I922265;0;0
05/12/2022;I922265;2269651;A00002
05/12/2022;I922265;2269651;G04202
05/12/2022;I922365;0;0
05/12/2022;I922365;2269651;A00002
05/12/2022;I922365;2269651;G04202
06/12/2022;I900265;0;0
06/12/2022;I900265;2269651;A00002
06/12/2022;I900265;2269651;G04202
06/12/2022;I900365;0;0
06/12/2022;I900365;2269651;A00002
06/12/2022;I900365;2269651;G04202
06/12/2022;I900565;0;0
06/12/2022;I900565;2269651;A00002
06/12/2022;I900565;2269651;G04202
06/12/2022;I900665;0;0
06/12/2022;I900665;2269651;A00002
06/12/2022;I900665;2269651;A00004
06/12/2022;I900665;2269651;A00011
06/12/2022;I900665;2269651;A00178
06/12/2022;I900665;2269651;A02026
06/12/2022;I900665;2269651;A02155
06/12/2022;I900665;2269651;A07662
06/12/2022;I900665;2269651;G04202
06/12/2022;I900965;0;0
06/12/2022;I900965;2269651;A00002
06/12/2022;I900965;2269651;G04202
06/12/2022;I901042;0;0
06/12/2022;I918665;0;0
06/12/2022;I918665;2269651;A00002
06/12/2022;I918665;2269651;G04202
06/12/2022;I922265;0;0
06/12/2022;I922265;2269651;A00002
06/12/2022;I922265;2269651;G04202
06/12/2022;I922365;0;0
06/12/2022;I922365;2269651;A00002
06/12/2022;I922365;2269651;G04202
06/12/2022;I922565;0;0
06/12/2022;I922565;2269651;A00002
06/12/2022;I922565;2269651;G04202
07/12/2022;I900365;0;0
07/12/2022;I900365;2269651;A00002
07/12/2022;I900365;2269651;G04202
07/12/2022;I900565;0;0
07/12/2022;I900565;2269651;A00002
07/12/2022;I900565;2269651;G04202
07/12/2022;I900665;0;0
07/12/2022;I900665;2269651;A00002
07/12/2022;I900665;2269651;A00005
07/12/2022;I900665;2269651;A00011
07/12/2022;I900665;2269651;A00330
07/12/2022;I900665;2269651;A00659
07/12/2022;I900665;2269651;A02140
07/12/2022;I900665;2269651;D04654
07/12/2022;I900665;2269651;D46512
07/12/2022;I900665;2269651;G04123
07/12/2022;I900665;2269651;G04202
07/12/2022;I900665;2269651;G04208
07/12/2022;I917565;0;0
07/12/2022;I918665;0;0
07/12/2022;I918665;2269651;A00002
07/12/2022;I918665;2269651;G04202
07/12/2022;I921365;0;0
07/12/2022;I921365;2269651;A03994
07/12/2022;I921365;2269651;G04308
07/12/2022;I922265;0;0
07/12/2022;I922265;2269651;A00002
07/12/2022;I922265;2269651;G04202
07/12/2022;I922365;0;0
07/12/2022;I922365;2269651;A00002
07/12/2022;I922365;2269651;G04202
08/12/2022;I900665;0;0
08/12/2022;I900665;2269651;A00002
08/12/2022;I900665;2269651;G04202
08/12/2022;I918665;0;0
08/12/2022;I918665;2269651;A00002
08/12/2022;I918665;2269651;G04202
09/12/2022;I900665;0;0
09/12/2022;I900665;2269651;A00002
09/12/2022;I900665;2269651;G04202
09/12/2022;I922265;0;0
09/12/2022;I922265;2269651;A00002
09/12/2022;I922265;2269651;G04202
09/12/2022;I922365;0;0
09/12/2022;I922365;2269651;A00002
09/12/2022;I922365;2269651;G04202
09/12/2022;I922365;2269651;G08762
09/12/2022;I922565;0;0
09/12/2022;I922565;2269651;A00002
09/12/2022;I922565;2269651;G04202
